,name,rank,target,type,base_damage,upgraded_damage,base_crit,upgraded_crit,base_self,upgraded_self,base_cooldown,upgraded_cooldown,base_effect,upgraded_effect,target_restriction,notes,hero_id,base_uses,upgraded_uses,path_name,skill_name,hero_name
172,Echoing March,oo..,.ooo,ranged,,,0.05,0.1,,,1,0," {{Move2|pull|1}}<br>{{Debuff2}}: <span class""buff-dd2"">Turn Start:</span> {{Move2|pull|1}} (3 Turns)"," {{Move2|pull|2}}<br>{{Debuff2}}: <span class""buff-dd2"">Turn Start:</span> {{Move2|pull|2}} (3 Turns)",,,Jest,inf,inf,Soloist,Echoing March,Jester
145,Razor's Wit,ooo.,ooo.,melee,3-6,4-7,0.1,0.15,{{Move2|forward|1}}, {{Move2|forward|1}}<br> {{Dodge}},0,0,{{Combo}},,,,Jest,inf,inf,Intermezzo,Razor's Wit,Jester
146,Fade to Black,.ooo,ooo.,melee,3-6,4-7,0.1,0.15,{{Move2|back|1}},,0,0,{{Blind}}," {{Blind}}, {{Combo}}",,,Jest,inf,inf,Intermezzo,Fade to Black,Jester
147,Slice Off,.oo.,.oo.,melee,3-6,4-7,0.05,0.1,,,0,0,{{Bleed2|3}}, {{Bleed2|3}}<br>{{Vuln}},,,Jest,inf,inf,Intermezzo,Slice Off,Jester
155,Harvest,.oo.,.o-o.,melee,2-4,3-4,0.05,0.1,,,0,0, {{Bleed2|2}}<br />{{Combo}} (25%), {{Bleed2|3}}<br />{{Combo}} (33%),,,Jest,inf,inf,Intermezzo,Harvest,Jester
169,Encore,oo..,oooo,buff,,,0.0,0.0, {{Daze2}}<br>{{Weak}}, {{Daze2}},3,2,Extra Action<br>{{Bleed2|2}},,Ally,The {{Daze2}} and {{Weak}} tokens cannot be resisted.,Jest,inf,inf,Intermezzo,Encore,Jester
120,Wicked Slice,.ooo,oo..,melee,4-8,6-9,0.15,0.2,,,0,0,{{Execution|1}},,,,Hwm,inf,inf,Wanderer,Wicked Slice,Highwayman
121,Wicked Slice (Rogue),..oo,oo..,melee,4-8,6-9,0.15,0.2,,,0,0,{{Execution|1}},{{Execution|2}} }},,,Hwm,inf,inf,Rogue,Wicked Slice,Highwayman
122,Pistol Shot,ooo.,.ooo,ranged,3-6,5-8,0.1,0.15,,,0,0,{{Daze2}} When Target {{Combo}},{{StunToken}} When Target {{Combo}},,,Hwm,inf,inf,Wanderer,Pistol Shot,Highwayman
123,Pistol Shot (Sharpshot),oo..,.ooo,ranged,4-8,7-10,0.1,1.5,,,0,0,,,,,Hwm,inf,inf,Sharpshot,Pistol Shot,Highwayman
124,Duelist's Advance,ooo.,ooo.,melee,3-5,4-6,0.05,0.1, {{Move2|forward|1}}<br>{{Riposte2|2}}," {{Move2|forward|1}}<br>{{Riposte2|3}}, {{Dodge}}",0,0,,,,,Hwm,inf,inf,Wanderer,Duelist's Advance,Highwayman
125,Duelist's Advance (Rogue),ooo.,ooo.,melee,3-5,4-6,0.05,0.1," {{Move2|forward|2}}<br>{{Riposte2|2}}, {{Block}}"," {{Move2|forward|2}}<br>{{Riposte2|2}}, {{Block+}} }}",0,0,,,,,Hwm,inf,inf,Rogue,Duelist's Advance,Highwayman
126,Tracking Shot,oooo,oooo,ranged,,,0.0,0.0,,,0,0, Ignores {{Dodge}}{{Stealth2}}<br>Remove {{Dodge}}{{Stealth2}}<br>{{Combo}}, Ignores {{Dodge}}{{Stealth2}}<br>Remove {{Dodge}}{{Stealth2}}<br>{{Combo}}<br>{{Buff2}}Cannot Gain {{Dodge}} (2 Rounds),,,Hwm,inf,inf,Wanderer,Tracking Shot,Highwayman
127,Take Aim,oooo,self,buff,,,0.0,0.0, {{Blind|remove}}<br>{{Crit}}, {{Blind|remove}}<br>{{Crit|2}},2,0,,,,,Hwm,inf,inf,Wanderer,Take Aim,Highwayman
128,Take Aim (Rogue),.ooo,self,buff,,,0.0,0.0," {{SpeedToken}}, {{Riposte2|2}}<br>{{Buff2}} Round Start: {{Riposte2}}"," {{SpeedToken}}, {{Riposte2|2}}<br>{{Buff2}} Round Start: {{Riposte2}} (3 Turns)<br>Riposte Skills: <span class""buff-dd2"">+25%</span> DMG (4 Turns) }}",3,0,,,,,Hwm,inf,inf,Rogue,Take Aim,Highwayman
129,Point Blank Shot,...o,o...,ranged,6-10,10-13,0.1,0.15,{{Move2|back|1}},,0,0, {{Move2|knockback|1}}<br>{{Combo}},,,,Hwm,inf,inf,Wanderer,Point Blank Shot,Highwayman
130,Point Blank Shot (Sharpshot),...o,o...,ranged,6-10,10-13,0.1,0.15,{{Move2|back|2}},,0,0, {{Move2|knockback|2}}<br>{{Combo}} }},,,,Hwm,inf,inf,Sharpshot,Point Blank Shot,Highwayman
131,Grapeshot Blast,oooo,o-o..,ranged,3-5,4-6,0.05,0.1,,,0,0,,{{Debuff2}} {{Speed2|-2}} (3 Turns),,,Hwm,inf,inf,Wanderer,Grapeshot Blast,Highwayman
132,Grapeshot Blast (Rogue),...o,o-o-o.,ranged,3-5,4-6,0.05,0.1,{{Move2|back|1}} }},,0,0,,,,,Hwm,inf,inf,Rogue,Grapeshot Blast,Highwayman
133,Grapeshot Blast (Sharpshot),oo..,..o-o,ranged,3-6,5-7,0.1,1.5,,,0,0,,,,,Hwm,inf,inf,Sharpshot,Grapeshot Blast,Highwayman
134,Grapeshot Blast (Yellowhand),.ooo,o-o..,ranged,2-3,3-4,0.05,0.1,,,0,0, {{Debuff2}} {{Bleed2|res|-10}}, {{Debuff2}} {{Bleed2|res|-10}}<br>{{Debuff2}} {{Bleed2|received|+1}} }},,,Hwm,inf,inf,Yellowhand,Grapeshot Blast,Highwayman
135,Open Vein,.ooo,oo..,melee,3-5,4-6,0.05,0.1,,,0,0, {{Bleed2|2}}<br> or {{Bleed2|4}} if Target {{Combo}}, {{Bleed2|3}}<br> or {{Bleed2|6}} if Target {{Combo}} }},,,Hwm,inf,inf,Wanderer,Open Vein,Highwayman
136,Open Vein (Yellowhand),.ooo,oo..,melee,3-5,4-6,0.05,0.1,,,0,0,{{Bleed2|3}}, {{Bleed2|4}}<br> {{Debuff2}}{{Bleed2|res|-10}} (3 Turns) }},,,Hwm,inf,inf,Yellowhand,Open Vein,Highwayman
137,Double Tap,.oo.,.oo.,ranged,4-8,6-9,0.05,0.1,,,0,0," <span class""buff-dd2"">+30%</span> DMG When Target {{HP2}} < 30%"," {{Execution|1}}<br><span class""buff-dd2"">+30%</span> DMG When Target {{HP2}} < 50% }}",,,Hwm,inf,inf,Wanderer,Double Tap,Highwayman
138,Double Tap (Sharpshot),ooo.,ooo.,ranged,2-4,3-5,0.05,0.1,{{Move2|back|1}},,0,0," Requires Target No Corpse<br><span class""buff-dd2"">When Target Survives:</span><br> Fire a [[#Second Shot (Sharpshot)|Second Shot]]"," {{Execution|1}}<br>Requires Target No Corpse<br><span class""buff-dd2"">When Target Survives:</span><br> Fire a [[#Second Shot (Sharpshot)|Second Shot]] {{Mastery}} }} ",Not Corpse,,Hwm,inf,inf,Sharpshot,Double Tap,Highwayman
139,Second Shot (Sharpshot),ooo.,ooo.,ranged,2-4,3-5,0.05,0.1,,,0,0,{{Taunt|ignore}}, {{Taunt|ignore}}<br> {{Execution|1}}<br> {{Combo}},,<i></i>  *The Highwayman must target the same enemy targeted by [[#Double Tap (Sharpshot)|Double Tap]]. *This skill is an [[Combat Mechanics (Darkest Dungeon II)#Extra Actions|extra action]]. }},Hwm,inf,inf,Sharpshot,Second Shot,Highwayman
140,Highway Robbery,ooo.,ooo.,melee,,,0.05,0.0,," {{Buff2}} <span class""buff-dd2"">+5%</span> CRIT (3 Turns)",1,0," {{Dodge|ignore}}<br> Remove 2 <span class""buff-dd2"">Positive</span> [[Tokens]]<br> {{Debuff2}}<span class""debuff-dd2"">-5%</span> CRIT (3 Turns)"," {{Dodge|ignore}}<br> Steal 2 <span class""buff-dd2"">Positive</span> [[Tokens]]<br> {{Debuff2}}<span class""debuff-dd2"">-5%</span> CRIT (3 Turns)",,,Hwm,inf,inf,Wanderer,Highway Robbery,Highwayman
141,Highway Robbery (Yellowhand),.ooo,ooo.,melee,,,0.05,0.0,, {{Buff2}} {{Bleed2|dealt|+2}} (3 Turns),1,0," {{Dodge|ignore}}<br>Remove 2 <span class""buff-dd2"">Positive</span> [[Tokens]]<br>{{Debuff2}} {{Bleed2|dealt|-2}} (3 Turns)"," {{Dodge|ignore}}<br>Steal 2 <span class""buff-dd2"">Positive</span> [[Tokens]]<br>{{Debuff2}} {{Bleed2|dealt|-2}} (3 Turns)",,,Hwm,inf,inf,Yellowhand,Highway Robbery,Highwayman
142,Double Cross,..oo,oo..,melee,2-4,3-5,0.05,0.1,{{Block}},,0,0, {{Block|ignore}}<br> {{Block|remove}}<br> {{Vuln}}, {{Block|ignore}}<br> {{Block|remove}}<br> {{Vuln|2}},,,Hwm,inf,inf,Wanderer,Double Cross,Highwayman
143,''Riposte Attack'',oooo,oooo,melee,4-6,,0.1,0.0,,,0,0,{{Combo}} (33%),,,{{Riposte2Desc}},Hwm,inf,inf,Wanderer,''Riposte Attack'',Highwayman
144,''Riposte Attack'' (Yellowhand),oooo,oooo,melee,4-6,,0.1,0.0,,,0,0,{{Bleed2|2}},,,{{Riposte2Desc}} }},Hwm,inf,inf,Yellowhand,''Riposte Attack'',Highwayman
122,Pistol Shot,ooo.,.ooo,ranged,3-6,5-8,0.1,0.15,,,0,0,{{Daze2}} When Target {{Combo}},{{StunToken}} When Target {{Combo}},,,Hwm,inf,inf,Rogue,Pistol Shot,Highwayman
126,Tracking Shot,oooo,oooo,ranged,,,0.0,0.0,,,0,0, Ignores {{Dodge}}{{Stealth2}}<br>Remove {{Dodge}}{{Stealth2}}<br>{{Combo}}, Ignores {{Dodge}}{{Stealth2}}<br>Remove {{Dodge}}{{Stealth2}}<br>{{Combo}}<br>{{Buff2}}Cannot Gain {{Dodge}} (2 Rounds),,,Hwm,inf,inf,Rogue,Tracking Shot,Highwayman
129,Point Blank Shot,...o,o...,ranged,6-10,10-13,0.1,0.15,{{Move2|back|1}},,0,0, {{Move2|knockback|1}}<br>{{Combo}},,,,Hwm,inf,inf,Rogue,Point Blank Shot,Highwayman
135,Open Vein,.ooo,oo..,melee,3-5,4-6,0.05,0.1,,,0,0, {{Bleed2|2}}<br> or {{Bleed2|4}} if Target {{Combo}}, {{Bleed2|3}}<br> or {{Bleed2|6}} if Target {{Combo}} }},,,Hwm,inf,inf,Rogue,Open Vein,Highwayman
137,Double Tap,.oo.,.oo.,ranged,4-8,6-9,0.05,0.1,,,0,0," <span class""buff-dd2"">+30%</span> DMG When Target {{HP2}} < 30%"," {{Execution|1}}<br><span class""buff-dd2"">+30%</span> DMG When Target {{HP2}} < 50% }}",,,Hwm,inf,inf,Rogue,Double Tap,Highwayman
140,Highway Robbery,ooo.,ooo.,melee,,,0.05,0.0,," {{Buff2}} <span class""buff-dd2"">+5%</span> CRIT (3 Turns)",1,0," {{Dodge|ignore}}<br> Remove 2 <span class""buff-dd2"">Positive</span> [[Tokens]]<br> {{Debuff2}}<span class""debuff-dd2"">-5%</span> CRIT (3 Turns)"," {{Dodge|ignore}}<br> Steal 2 <span class""buff-dd2"">Positive</span> [[Tokens]]<br> {{Debuff2}}<span class""debuff-dd2"">-5%</span> CRIT (3 Turns)",,,Hwm,inf,inf,Rogue,Highway Robbery,Highwayman
142,Double Cross,..oo,oo..,melee,2-4,3-5,0.05,0.1,{{Block}},,0,0, {{Block|ignore}}<br> {{Block|remove}}<br> {{Vuln}}, {{Block|ignore}}<br> {{Block|remove}}<br> {{Vuln|2}},,,Hwm,inf,inf,Rogue,Double Cross,Highwayman
143,''Riposte Attack'',oooo,oooo,melee,4-6,,0.1,0.0,,,0,0,{{Combo}} (33%),,,{{Riposte2Desc}},Hwm,inf,inf,Rogue,''Riposte Attack'',Highwayman
120,Wicked Slice,.ooo,oo..,melee,4-8,6-9,0.15,0.2,,,0,0,{{Execution|1}},,,,Hwm,inf,inf,Sharpshot,Wicked Slice,Highwayman
124,Duelist's Advance,ooo.,ooo.,melee,3-5,4-6,0.05,0.1, {{Move2|forward|1}}<br>{{Riposte2|2}}," {{Move2|forward|1}}<br>{{Riposte2|3}}, {{Dodge}}",0,0,,,,,Hwm,inf,inf,Sharpshot,Duelist's Advance,Highwayman
126,Tracking Shot,oooo,oooo,ranged,,,0.0,0.0,,,0,0, Ignores {{Dodge}}{{Stealth2}}<br>Remove {{Dodge}}{{Stealth2}}<br>{{Combo}}, Ignores {{Dodge}}{{Stealth2}}<br>Remove {{Dodge}}{{Stealth2}}<br>{{Combo}}<br>{{Buff2}}Cannot Gain {{Dodge}} (2 Rounds),,,Hwm,inf,inf,Sharpshot,Tracking Shot,Highwayman
127,Take Aim,oooo,self,buff,,,0.0,0.0, {{Blind|remove}}<br>{{Crit}}, {{Blind|remove}}<br>{{Crit|2}},2,0,,,,,Hwm,inf,inf,Sharpshot,Take Aim,Highwayman
135,Open Vein,.ooo,oo..,melee,3-5,4-6,0.05,0.1,,,0,0, {{Bleed2|2}}<br> or {{Bleed2|4}} if Target {{Combo}}, {{Bleed2|3}}<br> or {{Bleed2|6}} if Target {{Combo}} }},,,Hwm,inf,inf,Sharpshot,Open Vein,Highwayman
140,Highway Robbery,ooo.,ooo.,melee,,,0.05,0.0,," {{Buff2}} <span class""buff-dd2"">+5%</span> CRIT (3 Turns)",1,0," {{Dodge|ignore}}<br> Remove 2 <span class""buff-dd2"">Positive</span> [[Tokens]]<br> {{Debuff2}}<span class""debuff-dd2"">-5%</span> CRIT (3 Turns)"," {{Dodge|ignore}}<br> Steal 2 <span class""buff-dd2"">Positive</span> [[Tokens]]<br> {{Debuff2}}<span class""debuff-dd2"">-5%</span> CRIT (3 Turns)",,,Hwm,inf,inf,Sharpshot,Highway Robbery,Highwayman
142,Double Cross,..oo,oo..,melee,2-4,3-5,0.05,0.1,{{Block}},,0,0, {{Block|ignore}}<br> {{Block|remove}}<br> {{Vuln}}, {{Block|ignore}}<br> {{Block|remove}}<br> {{Vuln|2}},,,Hwm,inf,inf,Sharpshot,Double Cross,Highwayman
143,''Riposte Attack'',oooo,oooo,melee,4-6,,0.1,0.0,,,0,0,{{Combo}} (33%),,,{{Riposte2Desc}},Hwm,inf,inf,Sharpshot,''Riposte Attack'',Highwayman
120,Wicked Slice,.ooo,oo..,melee,4-8,6-9,0.15,0.2,,,0,0,{{Execution|1}},,,,Hwm,inf,inf,Yellowhand,Wicked Slice,Highwayman
122,Pistol Shot,ooo.,.ooo,ranged,3-6,5-8,0.1,0.15,,,0,0,{{Daze2}} When Target {{Combo}},{{StunToken}} When Target {{Combo}},,,Hwm,inf,inf,Yellowhand,Pistol Shot,Highwayman
124,Duelist's Advance,ooo.,ooo.,melee,3-5,4-6,0.05,0.1, {{Move2|forward|1}}<br>{{Riposte2|2}}," {{Move2|forward|1}}<br>{{Riposte2|3}}, {{Dodge}}",0,0,,,,,Hwm,inf,inf,Yellowhand,Duelist's Advance,Highwayman
126,Tracking Shot,oooo,oooo,ranged,,,0.0,0.0,,,0,0, Ignores {{Dodge}}{{Stealth2}}<br>Remove {{Dodge}}{{Stealth2}}<br>{{Combo}}, Ignores {{Dodge}}{{Stealth2}}<br>Remove {{Dodge}}{{Stealth2}}<br>{{Combo}}<br>{{Buff2}}Cannot Gain {{Dodge}} (2 Rounds),,,Hwm,inf,inf,Yellowhand,Tracking Shot,Highwayman
127,Take Aim,oooo,self,buff,,,0.0,0.0, {{Blind|remove}}<br>{{Crit}}, {{Blind|remove}}<br>{{Crit|2}},2,0,,,,,Hwm,inf,inf,Yellowhand,Take Aim,Highwayman
129,Point Blank Shot,...o,o...,ranged,6-10,10-13,0.1,0.15,{{Move2|back|1}},,0,0, {{Move2|knockback|1}}<br>{{Combo}},,,,Hwm,inf,inf,Yellowhand,Point Blank Shot,Highwayman
137,Double Tap,.oo.,.oo.,ranged,4-8,6-9,0.05,0.1,,,0,0," <span class""buff-dd2"">+30%</span> DMG When Target {{HP2}} < 30%"," {{Execution|1}}<br><span class""buff-dd2"">+30%</span> DMG When Target {{HP2}} < 50% }}",,,Hwm,inf,inf,Yellowhand,Double Tap,Highwayman
142,Double Cross,..oo,oo..,melee,2-4,3-5,0.05,0.1,{{Block}},,0,0, {{Block|ignore}}<br> {{Block|remove}}<br> {{Vuln}}, {{Block|ignore}}<br> {{Block|remove}}<br> {{Vuln|2}},,,Hwm,inf,inf,Yellowhand,Double Cross,Highwayman
103,Wicked Hack,..oo,oo..,melee,4-8,6-10,0.05,0.1,,,0,0,"Deals <span class""buff-dd2"">+50%</span> DMG When Target {{Combo}}",,,,Hel,inf,inf,Wanderer,Wicked Hack,Hellion
104,Wicked Hack (Carcass),..oo,oo..,melee,4-8,6-10,0.05,0.1,,,0,0," <span class""buff-dd2"">+50%</span> DMG When Target {{Combo}}<br>{{Block|remove}} }}",,,,Hel,inf,inf,Carcass,Wicked Hack,Hellion
105,Iron Swan,...o,...o,melee,4-8,6-10,0.05,0.1,,,0,0,,{{Combo}},,,Hel,inf,inf,Wanderer,Iron Swan,Hellion
106,Barbaric YAWP!,..oo,o-o..,ranged,,,0.05,0.1,{{Winded}},,1,0, {{Stealth2|ignore}}<br>{{Weak}}<br>{{Stealth2|remove}}, {{Stealth2|ignore}}<br>{{StunToken}} When Target {{Combo}}<br>{{Weak|2}}<br>{{Stealth2|remove}},,,Hel,inf,inf,Wanderer,Barbaric YAWP!,Hellion
107,Barbaric YAWP! (Carcass),..oo,o-o..,ranged,,,0.05,0.1,{{Winded}}<br>{{Taunt|2}},,1,0, {{Stealth2|ignore}}<br>{{Weak}}<br>{{Stealth2|remove}}, {{Stealth2|ignore}}<br>{{StunToken}} When Target {{Combo}}<br>{{Weak|2}}<br>{{Stealth2|remove}} }},,,Hel,inf,inf,Carcass,Barbaric YAWP!,Hellion
108,If It Bleeds,.oo.,.oo.,melee,3-6,,0.05,0.1,,,0,0, {{Bleed2|pierce|+30}} When Target {{Combo}}<br>{{Bleed2|2}}, {{Bleed2|pierce|+30}} When Target {{Combo}}<br>{{Bleed2|4}},,,Hel,inf,inf,Wanderer,If It Bleeds,Hellion
109,If It Bleeds (Ravager),.oo.,.oo.,melee,3-6,,0.05,0.1,,,0,0, {{Bleed2|pierce|-33}}<br>{{Bleed2|pierce|+30}} When Target {{Combo}}<br>{{Bleed2|2}}, {{Bleed2|pierce|-33}}<br>{{Bleed2|pierce|+30}} When Target {{Combo}}<br>{{Bleed2|4}} }},,,Hel,inf,inf,Ravager,If It Bleeds,Hellion
110,If It Bleeds (Berserker),.oo.,.oo.,melee,3-6,,0.15,0.2,,,0,0, {{Bleed2|pierce|+33}}<br />{{Bleed2|pierce|+30}} When Target {{Combo}}<br>{{Bleed2|2}}, {{Bleed2|pierce|+33}}<br />{{Bleed2|pierce|+30}} When Target {{Combo}}<br>{{Bleed2|4}} }},,,Hel,inf,inf,Berserker,If It Bleeds,Hellion
111,Toe to Toe,.ooo,oo..,melee,2-4,3-5,0.05,0.0," {{Immob}}, {{Taunt|2}}<br>{{Move2|forward|1}}"," Add {{Immob}}, {{Taunt|2}}<br>{{Move2|forward|1}}<br>{{Winded|remove}}",0,0,,,,,Hel,inf,inf,Wanderer,Toe to Toe,Hellion
112,Adrenaline Rush,oooo,self,heal,,,0.0,0.0, Requires {{HP2}} < 33%:<br /> {{HP2|heal|20%}}<br /> Remove {{Winded}}{{Bleed2}}<br /> {{Buff2}} Gain On Attack: {{HP2|heal|20%}} (3 Turns), Requires {{HP2}} < 33%:<br /> {{HP2|heal|25%}}<br /> Remove {{Winded}}{{DoT2}}<br /> {{Buff2}} Gain On Attack: {{HP2|heal|20%}} (3 Turns),3,0,,,,,Hel,2.0,inf,Wanderer,Adrenaline Rush,Hellion
113,Bleed Out,...o,o...,melee,4-8,6-9,0.05,0.1,{{Winded}},,0,0, {{Bleed2|pierce|+30}} When Target {{Combo}}<br>{{Bleed2|4}}, {{Bleed2|pierce|+30}} When Target {{Combo}}<br>{{Bleed2|6}},,,Hel,inf,inf,Wanderer,Bleed Out,Hellion
114,Bleed Out (Ravager),...o,o...,melee,4-8,6-9,0.05,0.1,{{Winded}},,0,0, {{Bleed2|pierce|-33}}<br>{{Bleed2|pierce|+30}} When Target {{Combo}}<br>{{Bleed2|4}}, {{Bleed2|pierce|-33}}<br>{{Bleed2|pierce|+30}} When Target {{Combo}}<br>{{Bleed2|6}} }},,,Hel,inf,inf,Ravager,Bleed Out,Hellion
115,Bleed Out (Berserker),...o,o...,melee,4-8,6-9,0.15,0.2,{{Winded}},,0,0, {{Bleed2|pierce|+33}}<br>{{Bleed2|pierce|+30}} When Target {{Combo}}<br>{{Bleed2|4}}, {{Bleed2|pierce|+33}}<br>{{Bleed2|pierce|+30}} When Target {{Combo}}<br>{{Bleed2|6}} }},,,Hel,inf,inf,Berserker,Bleed Out,Hellion
116,Bloodlust,.ooo,self,buff,,,0.0,0.0," {{Winded|remove}}<br>{{Buff2}} If Target {{Bleed2}}: <span class""buff-dd2"">+30%</span> DMG (5 Turns)"," {{Winded|remove}}<br>{{Buff2}} If Target {{Bleed2}}: <span class""buff-dd2"">+30%</span> DMG (5 Turns)<br>{{Execution|1}}",2,0,,,,,Hel,inf,inf,Wanderer,Bloodlust,Hellion
117,Breakthrough,ooo.,ooo.,melee,3-6,4-7,0.05,0.0, {{Move2|forward|2}}<br /> {{Winded}},,1,0, {{Guard2|ignore}}<br /> {{Guard2|remove}}, {{Guard2|ignore}}<br /> {{Guard2|remove}}<br /> {{Debuff2}} Cannot Gain {{Block}} (2 Rounds),,,Hel,inf,inf,Wanderer,Breakthrough,Hellion
118,Raucous Revelry,oooo,o-o-o-o,buff,,,0.0,0.0, {{Winded}}<br>Remove {{Horror2}}<br>If {{HP2}} < 33%: {{HP2|heal|20%}}<br>{{Stress2}} 5+: {{Stress2|-2}}," {{Winded}}<br>Remove {{Horror2}}<br>{{Buff2}} <span class""buff-dd2"">+10%</span> {{DeathsDoor2}} RES <br>If {{HP2}} < 33%: {{HP2|heal|25%}}<br>{{Stress2}} 5+: {{Stress2|-3}}",1,0, {{Stress2}} 5+: {{Stress2|-1}},,,,Hel,inf,inf,Wanderer,Raucous Revelry,Hellion
119,Howling End,..oo,oo..,melee,8-14,10-18,0.1,0.15, {{Winded}}<br>{{Move2|back|1}},,3,2,,,,,Hel,inf,inf,Wanderer,Howling End,Hellion
105,Iron Swan,...o,...o,melee,4-8,6-10,0.05,0.1,,,0,0,,{{Combo}},,,Hel,inf,inf,Carcass,Iron Swan,Hellion
108,If It Bleeds,.oo.,.oo.,melee,3-6,,0.05,0.1,,,0,0, {{Bleed2|pierce|+30}} When Target {{Combo}}<br>{{Bleed2|2}}, {{Bleed2|pierce|+30}} When Target {{Combo}}<br>{{Bleed2|4}},,,Hel,inf,inf,Carcass,If It Bleeds,Hellion
111,Toe to Toe,.ooo,oo..,melee,2-4,3-5,0.05,0.0," {{Immob}}, {{Taunt|2}}<br>{{Move2|forward|1}}"," Add {{Immob}}, {{Taunt|2}}<br>{{Move2|forward|1}}<br>{{Winded|remove}}",0,0,,,,,Hel,inf,inf,Carcass,Toe to Toe,Hellion
112,Adrenaline Rush,oooo,self,heal,,,0.0,0.0, Requires {{HP2}} < 33%:<br /> {{HP2|heal|20%}}<br /> Remove {{Winded}}{{Bleed2}}<br /> {{Buff2}} Gain On Attack: {{HP2|heal|20%}} (3 Turns), Requires {{HP2}} < 33%:<br /> {{HP2|heal|25%}}<br /> Remove {{Winded}}{{DoT2}}<br /> {{Buff2}} Gain On Attack: {{HP2|heal|20%}} (3 Turns),3,0,,,,,Hel,2.0,inf,Carcass,Adrenaline Rush,Hellion
113,Bleed Out,...o,o...,melee,4-8,6-9,0.05,0.1,{{Winded}},,0,0, {{Bleed2|pierce|+30}} When Target {{Combo}}<br>{{Bleed2|4}}, {{Bleed2|pierce|+30}} When Target {{Combo}}<br>{{Bleed2|6}},,,Hel,inf,inf,Carcass,Bleed Out,Hellion
116,Bloodlust,.ooo,self,buff,,,0.0,0.0," {{Winded|remove}}<br>{{Buff2}} If Target {{Bleed2}}: <span class""buff-dd2"">+30%</span> DMG (5 Turns)"," {{Winded|remove}}<br>{{Buff2}} If Target {{Bleed2}}: <span class""buff-dd2"">+30%</span> DMG (5 Turns)<br>{{Execution|1}}",2,0,,,,,Hel,inf,inf,Carcass,Bloodlust,Hellion
117,Breakthrough,ooo.,ooo.,melee,3-6,4-7,0.05,0.0, {{Move2|forward|2}}<br /> {{Winded}},,1,0, {{Guard2|ignore}}<br /> {{Guard2|remove}}, {{Guard2|ignore}}<br /> {{Guard2|remove}}<br /> {{Debuff2}} Cannot Gain {{Block}} (2 Rounds),,,Hel,inf,inf,Carcass,Breakthrough,Hellion
118,Raucous Revelry,oooo,o-o-o-o,buff,,,0.0,0.0, {{Winded}}<br>Remove {{Horror2}}<br>If {{HP2}} < 33%: {{HP2|heal|20%}}<br>{{Stress2}} 5+: {{Stress2|-2}}," {{Winded}}<br>Remove {{Horror2}}<br>{{Buff2}} <span class""buff-dd2"">+10%</span> {{DeathsDoor2}} RES <br>If {{HP2}} < 33%: {{HP2|heal|25%}}<br>{{Stress2}} 5+: {{Stress2|-3}}",1,0, {{Stress2}} 5+: {{Stress2|-1}},,,,Hel,inf,inf,Carcass,Raucous Revelry,Hellion
119,Howling End,..oo,oo..,melee,8-14,10-18,0.1,0.15, {{Winded}}<br>{{Move2|back|1}},,3,2,,,,,Hel,inf,inf,Carcass,Howling End,Hellion
103,Wicked Hack,..oo,oo..,melee,4-8,6-10,0.05,0.1,,,0,0,"Deals <span class""buff-dd2"">+50%</span> DMG When Target {{Combo}}",,,,Hel,inf,inf,Ravager,Wicked Hack,Hellion
105,Iron Swan,...o,...o,melee,4-8,6-10,0.05,0.1,,,0,0,,{{Combo}},,,Hel,inf,inf,Ravager,Iron Swan,Hellion
106,Barbaric YAWP!,..oo,o-o..,ranged,,,0.05,0.1,{{Winded}},,1,0, {{Stealth2|ignore}}<br>{{Weak}}<br>{{Stealth2|remove}}, {{Stealth2|ignore}}<br>{{StunToken}} When Target {{Combo}}<br>{{Weak|2}}<br>{{Stealth2|remove}},,,Hel,inf,inf,Ravager,Barbaric YAWP!,Hellion
111,Toe to Toe,.ooo,oo..,melee,2-4,3-5,0.05,0.0," {{Immob}}, {{Taunt|2}}<br>{{Move2|forward|1}}"," Add {{Immob}}, {{Taunt|2}}<br>{{Move2|forward|1}}<br>{{Winded|remove}}",0,0,,,,,Hel,inf,inf,Ravager,Toe to Toe,Hellion
112,Adrenaline Rush,oooo,self,heal,,,0.0,0.0, Requires {{HP2}} < 33%:<br /> {{HP2|heal|20%}}<br /> Remove {{Winded}}{{Bleed2}}<br /> {{Buff2}} Gain On Attack: {{HP2|heal|20%}} (3 Turns), Requires {{HP2}} < 33%:<br /> {{HP2|heal|25%}}<br /> Remove {{Winded}}{{DoT2}}<br /> {{Buff2}} Gain On Attack: {{HP2|heal|20%}} (3 Turns),3,0,,,,,Hel,2.0,inf,Ravager,Adrenaline Rush,Hellion
116,Bloodlust,.ooo,self,buff,,,0.0,0.0," {{Winded|remove}}<br>{{Buff2}} If Target {{Bleed2}}: <span class""buff-dd2"">+30%</span> DMG (5 Turns)"," {{Winded|remove}}<br>{{Buff2}} If Target {{Bleed2}}: <span class""buff-dd2"">+30%</span> DMG (5 Turns)<br>{{Execution|1}}",2,0,,,,,Hel,inf,inf,Ravager,Bloodlust,Hellion
